foodCode,nutrientCode,amountPer100g,provenance
suon_heo,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
suon_heo,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
suon_heo,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_bap,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
thit_bo_xay,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_loc,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_basa,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_nuc,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tom_the,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muc_ong,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
trung_ga,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_hu_trang,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gao_te,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_muong,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_ngot,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
cai_thao,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bap_cai,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_den,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_dao,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
bi_do,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muop_huong,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
su_su,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_chua,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ca_rot,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
khoai_tay,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_cove,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gia_do,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nam_rom,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tay,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_la,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hanh_tim,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
toi,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
gung,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
sa,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
ot_hiem,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
rau_ngo,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
me_chua,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_mam,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
nuoc_tuong,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
dau_an,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
muoi,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
duong_cat,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
tieu_xay,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,energy_kcal,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,protein_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,carbohydrate_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,fat_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,fibre_g,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
hat_nem,sodium_mg,CAN-DIEN: tren 100g phan an duoc,CAN-DIEN: nguon so lieu
