foodCode,allergenCode,status,provenance
ga_ta,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_bap,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_bap,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
thit_bo_xay,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_loc,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_basa,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_nuc,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tom_the,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muc_ong,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
trung_ga,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_hu_trang,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gao_te,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_muong,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_ngot,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
cai_thao,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bap_cai,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_den,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_dao,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
bi_do,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muop_huong,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
su_su,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_chua,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ca_rot,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
