table,row_key,field,candidate_value,source_url,source_title,match_quality,status,notes
food_nutrients.csv,ca_basa,energy_kcal,119,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-basa-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_basa,protein_g,15.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-basa-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_basa,fat_g,5.94,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-basa-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_basa,sodium_mg,98,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-basa-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_nuc,energy_kcal,111,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-nuc-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_nuc,protein_g,20.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-nuc-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_nuc,fat_g,3.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-nuc-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_nuc,sodium_mg,104,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-nuc-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,trung_ga,energy_kcal,150,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/trung-ga-ta.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_variant,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,trung_ga,protein_g,12.96,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/trung-ga-ta.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_variant,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,trung_ga,carbohydrate_g,1.25,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/trung-ga-ta.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_variant,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,trung_ga,fat_g,10.33,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/trung-ga-ta.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_variant,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,trung_ga,sodium_mg,158,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/trung-ga-ta.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_variant,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,dau_hu_trang,energy_kcal,97,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,dau_hu_trang,protein_g,10.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,dau_hu_trang,carbohydrate_g,1.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,dau_hu_trang,fat_g,5.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,energy_kcal,346,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,protein_g,7.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,carbohydrate_g,76.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,fat_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,fibre_g,0.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,gao_te,sodium_mg,5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_common_form,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,energy_kcal,28,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,protein_g,3.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,carbohydrate_g,3.26,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,fat_g,0.24,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,fibre_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,rau_muong,sodium_mg,37.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_ngot,energy_kcal,17,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_ngot,protein_g,1.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_ngot,carbohydrate_g,2.62,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_ngot,fat_g,0.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_thao,energy_kcal,14,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_thao,protein_g,0.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,cai_thao,carbohydrate_g,2.57,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bap_cai,energy_kcal,36,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,common_white_cabbage,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bap_cai,protein_g,1.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,common_white_cabbage,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bap_cai,carbohydrate_g,6.91,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,common_white_cabbage,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bap_cai,fat_g,0.09,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,common_white_cabbage,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bap_cai,fibre_g,1.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,common_white_cabbage,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_dao,energy_kcal,16,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_dao,protein_g,0.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_dao,carbohydrate_g,3.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_dao,sodium_mg,12.73,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,energy_kcal,29,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,protein_g,0.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,carbohydrate_g,6.83,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,fat_g,0.07,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,fibre_g,0.7,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,bi_do,sodium_mg,8.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact_synonym,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,muop_huong,energy_kcal,18,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,sponge_gourd_mapping,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,muop_huong,protein_g,0.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,sponge_gourd_mapping,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,muop_huong,carbohydrate_g,3.36,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,sponge_gourd_mapping,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,muop_huong,fat_g,0.14,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,sponge_gourd_mapping,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,muop_huong,fibre_g,0.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,sponge_gourd_mapping,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,su_su,energy_kcal,23,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,su_su,protein_g,0.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,su_su,carbohydrate_g,4.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,su_su,fat_g,0.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,su_su,fibre_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,energy_kcal,24,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,protein_g,0.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,carbohydrate_g,4.77,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,fat_g,0.23,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,fibre_g,0.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
food_nutrients.csv,ca_chua,sodium_mg,12.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html,Bảng thành phần thực phẩm Việt Nam / Dữ Liệu Pháp Luật,exact,applied_to_staging,Explicitly supported per 100 g edible portion; no inferred missing values.
