foodCode,nutrientCode,amountPer100g,provenance
dau_hu_trang,carbohydrate_g,1.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html
dau_hu_trang,fat_g,5.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html
dau_hu_trang,fibre_g,2.3,https://batchbase.com.au/usda-foods/172475
dau_hu_trang,sodium_mg,14,https://batchbase.com.au/usda-foods/172475
gao_te,energy_kcal,346,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
gao_te,protein_g,7.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
gao_te,carbohydrate_g,76.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
gao_te,fat_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
gao_te,fibre_g,0.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
gao_te,sodium_mg,5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gao-trang-te-xat-may-song.html
rau_muong,energy_kcal,28,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
rau_muong,protein_g,3.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
rau_muong,carbohydrate_g,3.26,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
rau_muong,fat_g,0.24,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
rau_muong,fibre_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
rau_muong,sodium_mg,37.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-muong-tuoi.html
cai_ngot,energy_kcal,17,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html
cai_ngot,protein_g,1.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html
cai_ngot,carbohydrate_g,2.62,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html
cai_ngot,fat_g,0.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html
cai_ngot,fibre_g,1.6,https://www.vegetables.co.nz/vegetable-a-z/vegetables-a-z/asian-greens
cai_ngot,sodium_mg,13,https://www.vegetables.co.nz/vegetable-a-z/vegetables-a-z/asian-greens
cai_thao,energy_kcal,14,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html
cai_thao,protein_g,0.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html
cai_thao,carbohydrate_g,2.57,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html
cai_thao,fat_g,0.17,https://foodstruct.com/food/napa-cabbage
cai_thao,fibre_g,0,https://foodstruct.com/food/napa-cabbage
cai_thao,sodium_mg,11,https://foodstruct.com/food/napa-cabbage
bap_cai,energy_kcal,36,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html
bap_cai,protein_g,1.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html
bap_cai,carbohydrate_g,6.91,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html
bap_cai,fat_g,0.09,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html
bap_cai,fibre_g,1.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html
bap_cai,sodium_mg,18,https://foodstruct.com/food/cabbage
rau_den,energy_kcal,41,https://noitronhanh.com/dinh-duong/rau-den
rau_den,protein_g,3.3,https://noitronhanh.com/dinh-duong/rau-den
rau_den,carbohydrate_g,6.2,https://noitronhanh.com/dinh-duong/rau-den
rau_den,fat_g,0.3,https://noitronhanh.com/dinh-duong/rau-den
rau_den,fibre_g,1.6,https://noitronhanh.com/dinh-duong/rau-den
rau_den,sodium_mg,56,https://noitronhanh.com/dinh-duong/rau-den
bi_dao,energy_kcal,16,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html
bi_dao,protein_g,0.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html
bi_dao,carbohydrate_g,3.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html
bi_dao,fat_g,0.2,https://foodstruct.com/food/winter-melon
bi_dao,fibre_g,1.0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
bi_dao,sodium_mg,12.73,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html
bi_do,energy_kcal,29,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
bi_do,protein_g,0.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
bi_do,carbohydrate_g,6.83,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
bi_do,fat_g,0.07,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
bi_do,fibre_g,0.7,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
bi_do,sodium_mg,8.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-ngo-tuoi.html
muop_huong,energy_kcal,18,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html
muop_huong,protein_g,0.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html
muop_huong,carbohydrate_g,3.36,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html
muop_huong,fat_g,0.14,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html
muop_huong,fibre_g,0.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html
muop_huong,sodium_mg,31,https://www.snapcalorie.com/nutrition/sponge_gourd_nutrition.html
su_su,energy_kcal,23,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html
su_su,protein_g,0.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html
su_su,carbohydrate_g,4.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html
su_su,fat_g,0.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html
su_su,fibre_g,1.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-su-su-tuoi.html
su_su,sodium_mg,2,https://batchbase.com.au/usda-foods/170402
ca_chua,energy_kcal,24,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_chua,protein_g,0.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_chua,carbohydrate_g,4.77,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_chua,fat_g,0.23,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_chua,fibre_g,0.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_chua,sodium_mg,12.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-ca-chua-tuoi.html
ca_rot,energy_kcal,44,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html
ca_rot,protein_g,1.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html
ca_rot,carbohydrate_g,9.03,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html
ca_rot,fat_g,0.17,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html
ca_rot,fibre_g,2.8,https://foodstruct.com/food/carrots
ca_rot,sodium_mg,52,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html
khoai_tay,energy_kcal,96,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/khoai-tay-tuoi.html
khoai_tay,protein_g,2.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/khoai-tay-tuoi.html
khoai_tay,carbohydrate_g,21.93,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/khoai-tay-tuoi.html
khoai_tay,fat_g,0.07,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/khoai-tay-tuoi.html
khoai_tay,fibre_g,1.0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
khoai_tay,sodium_mg,7,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/khoai-tay-tuoi.html
dau_cove,energy_kcal,77,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-co-ve-qua-tuoi.html
dau_cove,protein_g,5.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-co-ve-qua-tuoi.html
dau_cove,carbohydrate_g,14.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-co-ve-qua-tuoi.html
dau_cove,fat_g,0.28,https://foodstruct.com/food/beans-snap-green-raw
dau_cove,fibre_g,1.0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
dau_cove,sodium_mg,95.7,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-co-ve-qua-tuoi.html
gia_do,energy_kcal,52,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
gia_do,protein_g,5.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
gia_do,carbohydrate_g,7.17,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
gia_do,fat_g,0.13,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
gia_do,fibre_g,2.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
gia_do,sodium_mg,23.02,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gia-dau-xanh-tuoi.html
nam_rom,energy_kcal,61,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html
nam_rom,protein_g,3.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html
nam_rom,carbohydrate_g,4.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html
nam_rom,fat_g,3.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html
nam_rom,fibre_g,1.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html
nam_rom,sodium_mg,3.3,https://pmc.ncbi.nlm.nih.gov/articles/PMC8967584/|https://static.vikaspedia.in/media/files_en/agriculture/farm-based-enterprises/cultivation-technology-of-paddy-straw-mushroom.pdf
hanh_tay,energy_kcal,45,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_tay,protein_g,1.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_tay,carbohydrate_g,9.29,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_tay,fat_g,0.11,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_tay,fibre_g,1.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_tay,sodium_mg,7.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-tay-tuoi.html
hanh_la,energy_kcal,26,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html
hanh_la,protein_g,1.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html
hanh_la,carbohydrate_g,5.2,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html
hanh_la,fat_g,0.19,https://foodstruct.com/food/onions-springorscallionsincludestopsandbulb-raw
hanh_la,fibre_g,0.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html
hanh_la,sodium_mg,16,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html
hanh_tim,energy_kcal,72,https://batchbase.com.au/usda-foods/170499
hanh_tim,protein_g,2.5,https://batchbase.com.au/usda-foods/170499
hanh_tim,carbohydrate_g,16.8,https://batchbase.com.au/usda-foods/170499
hanh_tim,fat_g,0.1,https://batchbase.com.au/usda-foods/170499
hanh_tim,fibre_g,3.2,https://batchbase.com.au/usda-foods/170499
hanh_tim,sodium_mg,12,https://batchbase.com.au/usda-foods/170499
toi,energy_kcal,126,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/toi-ta-tuoi.html
toi,protein_g,6.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/toi-ta-tuoi.html
toi,carbohydrate_g,24.65,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/toi-ta-tuoi.html
toi,fat_g,0.35,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/toi-ta-tuoi.html
toi,fibre_g,1.5,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
toi,sodium_mg,18,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/toi-ta-tuoi.html
gung,energy_kcal,41,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
gung,protein_g,0.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
gung,carbohydrate_g,8.59,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
gung,fat_g,0.51,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
gung,fibre_g,3.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
gung,sodium_mg,7,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/gung-tuoi.html
sa,energy_kcal,99,https://foodstruct.com/food/lemongrasscitronella-raw
sa,protein_g,1.8,https://foodstruct.com/food/lemongrasscitronella-raw
sa,carbohydrate_g,25,https://foodstruct.com/food/lemongrasscitronella-raw
sa,fat_g,0.49,https://foodstruct.com/food/lemongrasscitronella-raw
sa,fibre_g,0,https://foodstruct.com/food/lemongrasscitronella-raw
sa,sodium_mg,6,https://foodstruct.com/food/lemongrasscitronella-raw
ot_hiem,energy_kcal,40,https://batchbase.com.au/usda-foods/170106
ot_hiem,protein_g,1.87,https://batchbase.com.au/usda-foods/170106
ot_hiem,carbohydrate_g,8.81,https://batchbase.com.au/usda-foods/170106
ot_hiem,fat_g,0.44,https://batchbase.com.au/usda-foods/170106
ot_hiem,fibre_g,1.5,https://batchbase.com.au/usda-foods/170106
ot_hiem,sodium_mg,9,https://batchbase.com.au/usda-foods/170106
rau_ngo,energy_kcal,22,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
rau_ngo,protein_g,2.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
rau_ngo,carbohydrate_g,2.17,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
rau_ngo,fat_g,0.33,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
rau_ngo,fibre_g,1.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
rau_ngo,sodium_mg,46,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-mui-tuoi.html
me_chua,energy_kcal,35,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-me-chua-tuoi.html
me_chua,protein_g,1.9,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-me-chua-tuoi.html
me_chua,carbohydrate_g,6.8,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-me-chua-tuoi.html
me_chua,fat_g,0.3,https://i.fnri.dost.gov.ph/fct/library/report/3676
me_chua,fibre_g,2.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-me-chua-tuoi.html
me_chua,sodium_mg,3,https://i.fnri.dost.gov.ph/fct/library/report/3676
nuoc_mam,energy_kcal,28,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
