foodCode,allergenCode,status,provenance
thit_bo_bap,soy,cross_contact_unverified,"Thịt bò bắp is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_bap,wheat,cross_contact_unverified,"Thịt bò bắp is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_bap,fish,cross_contact_unverified,"Thịt bò bắp is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_bap,crustacean,cross_contact_unverified,"Thịt bò bắp is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_bap,mollusc,cross_contact_unverified,"Thịt bò bắp is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_bap,sesame,cross_contact_unverified,"Thịt bò bắp is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,peanut,cross_contact_unverified,"Thịt bò xay is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,tree_nut,cross_contact_unverified,"Thịt bò xay is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,dairy,cross_contact_unverified,"Thịt bò xay is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,egg,cross_contact_unverified,"Thịt bò xay is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,soy,cross_contact_unverified,"Thịt bò xay is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,wheat,cross_contact_unverified,"Thịt bò xay is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,fish,cross_contact_unverified,"Thịt bò xay is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,crustacean,cross_contact_unverified,"Thịt bò xay is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,mollusc,cross_contact_unverified,"Thịt bò xay is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
thit_bo_xay,sesame,cross_contact_unverified,"Thịt bò xay is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,peanut,cross_contact_unverified,"Cá lóc is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,tree_nut,cross_contact_unverified,"Cá lóc is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,dairy,cross_contact_unverified,"Cá lóc is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,egg,cross_contact_unverified,"Cá lóc is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,soy,cross_contact_unverified,"Cá lóc is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,wheat,cross_contact_unverified,"Cá lóc is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,fish,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
ca_loc,crustacean,cross_contact_unverified,"Cá lóc is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,mollusc,cross_contact_unverified,"Cá lóc is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_loc,sesame,cross_contact_unverified,"Cá lóc is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,peanut,cross_contact_unverified,"Cá basa is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,tree_nut,cross_contact_unverified,"Cá basa is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,dairy,cross_contact_unverified,"Cá basa is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,egg,cross_contact_unverified,"Cá basa is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,soy,cross_contact_unverified,"Cá basa is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,wheat,cross_contact_unverified,"Cá basa is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,fish,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
ca_basa,crustacean,cross_contact_unverified,"Cá basa is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,mollusc,cross_contact_unverified,"Cá basa is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_basa,sesame,cross_contact_unverified,"Cá basa is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,peanut,cross_contact_unverified,"Cá nục is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,tree_nut,cross_contact_unverified,"Cá nục is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,dairy,cross_contact_unverified,"Cá nục is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,egg,cross_contact_unverified,"Cá nục is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,soy,cross_contact_unverified,"Cá nục is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,wheat,cross_contact_unverified,"Cá nục is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,fish,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
ca_nuc,crustacean,cross_contact_unverified,"Cá nục is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,mollusc,cross_contact_unverified,"Cá nục is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_nuc,sesame,cross_contact_unverified,"Cá nục is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,peanut,cross_contact_unverified,"Tôm thẻ is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,tree_nut,cross_contact_unverified,"Tôm thẻ is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,dairy,cross_contact_unverified,"Tôm thẻ is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,egg,cross_contact_unverified,"Tôm thẻ is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,soy,cross_contact_unverified,"Tôm thẻ is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,wheat,cross_contact_unverified,"Tôm thẻ is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,fish,cross_contact_unverified,"Tôm thẻ is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,crustacean,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
tom_the,mollusc,cross_contact_unverified,"Tôm thẻ is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
tom_the,sesame,cross_contact_unverified,"Tôm thẻ is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,peanut,cross_contact_unverified,"Mực ống is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,tree_nut,cross_contact_unverified,"Mực ống is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,dairy,cross_contact_unverified,"Mực ống is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,egg,cross_contact_unverified,"Mực ống is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,soy,cross_contact_unverified,"Mực ống is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,wheat,cross_contact_unverified,"Mực ống is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,fish,cross_contact_unverified,"Mực ống is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,crustacean,cross_contact_unverified,"Mực ống is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muc_ong,mollusc,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
muc_ong,sesame,cross_contact_unverified,"Mực ống is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,peanut,cross_contact_unverified,"Trứng gà is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,tree_nut,cross_contact_unverified,"Trứng gà is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,dairy,cross_contact_unverified,"Trứng gà is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,egg,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
trung_ga,soy,cross_contact_unverified,"Trứng gà is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,wheat,cross_contact_unverified,"Trứng gà is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,fish,cross_contact_unverified,"Trứng gà is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,crustacean,cross_contact_unverified,"Trứng gà is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,mollusc,cross_contact_unverified,"Trứng gà is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
trung_ga,sesame,cross_contact_unverified,"Trứng gà is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_hu_trang,peanut,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,tree_nut,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,dairy,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,egg,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,soy,contains,https://food.ec.europa.eu/food-safety/campaign-2026/allergies_en
dau_hu_trang,wheat,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,fish,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,crustacean,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,mollusc,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
dau_hu_trang,sesame,cross_contact_unverified,"Tofu is a soy-based food, confirming soy. The generic tofu identity does not establish absence of other allergens/cross-contact at a specific facility."
gao_te,peanut,cross_contact_unverified,"Gạo tẻ is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,tree_nut,cross_contact_unverified,"Gạo tẻ is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,dairy,cross_contact_unverified,"Gạo tẻ is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,egg,cross_contact_unverified,"Gạo tẻ is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,soy,cross_contact_unverified,"Gạo tẻ is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,wheat,cross_contact_unverified,"Gạo tẻ is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,fish,cross_contact_unverified,"Gạo tẻ is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,crustacean,cross_contact_unverified,"Gạo tẻ is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,mollusc,cross_contact_unverified,"Gạo tẻ is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gao_te,sesame,cross_contact_unverified,"Gạo tẻ is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,peanut,cross_contact_unverified,"Rau muống is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,tree_nut,cross_contact_unverified,"Rau muống is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,dairy,cross_contact_unverified,"Rau muống is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,egg,cross_contact_unverified,"Rau muống is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,soy,cross_contact_unverified,"Rau muống is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,wheat,cross_contact_unverified,"Rau muống is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,fish,cross_contact_unverified,"Rau muống is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,crustacean,cross_contact_unverified,"Rau muống is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,mollusc,cross_contact_unverified,"Rau muống is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_muong,sesame,cross_contact_unverified,"Rau muống is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,peanut,cross_contact_unverified,"Cải ngọt is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,tree_nut,cross_contact_unverified,"Cải ngọt is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,dairy,cross_contact_unverified,"Cải ngọt is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,egg,cross_contact_unverified,"Cải ngọt is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,soy,cross_contact_unverified,"Cải ngọt is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,wheat,cross_contact_unverified,"Cải ngọt is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,fish,cross_contact_unverified,"Cải ngọt is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,crustacean,cross_contact_unverified,"Cải ngọt is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,mollusc,cross_contact_unverified,"Cải ngọt is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_ngot,sesame,cross_contact_unverified,"Cải ngọt is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,peanut,cross_contact_unverified,"Cải thảo is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,tree_nut,cross_contact_unverified,"Cải thảo is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,dairy,cross_contact_unverified,"Cải thảo is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,egg,cross_contact_unverified,"Cải thảo is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,soy,cross_contact_unverified,"Cải thảo is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,wheat,cross_contact_unverified,"Cải thảo is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
